,Name,Sector,Sharpe,Risk
CORT,Corcept Therapeutics Incorporated,Health Care,4.204363343488318,0.03193574737417053
COST,Costco Wholesale Corporation,Consumer Services,0.9384476461805497,0.010815665959311434
COWN,Cowen Inc.,Finance,0.49302004407123484,0.028074645816635643
CPAH,CounterPath Corporation,Technology,-0.020876596355917747,0.03318813817522532
CPHC,Canterbury Park Holding Corporation,Consumer Services,0.5359536171905667,0.018971177116766966
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,1.0865483774880622,0.022052965482320948
CPLA,Capella Education Company,Consumer Services,0.6473951319963597,0.02069674520437576
CPLP,Capital Product Partners L.P.,Transportation,0.519214006338833,0.025778566694002625
CPRT,"Copart, Inc.",Consumer Durables,1.6278602844536296,0.010240800581545233
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,1.1584530302048237,0.042874271923360095
CPSH,CPS Technologies Corp.,Capital Goods,-0.4269243743498584,0.04804190473241526
CPSI,"Computer Programs and Systems, Inc.",Technology,0.5718263328347873,0.02210329952322463
CPSS,"Consumer Portfolio Services, Inc.",Finance,0.08910331234766569,0.03012103534119099
CPST,Capstone Turbine Corporation,Energy,-0.4633154665116222,0.03950679356035521
CPTA,Capitala Finance Corp.,n/a,-0.6981355916256887,0.018850103875578814
CRAI,"CRA International,Inc.",Miscellaneous,1.7812142357608665,0.020758151045071074
CRAY,Cray Inc,Technology,-0.384552977451542,0.02728469148545424
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,-0.0555387940095866,0.061456196266968355
CRED,iShares U.S. Credit Bond ETF,n/a,0.4598971750569974,0.010942227334128205
CREE,"Cree, Inc.",Technology,0.5736402190104511,0.02041533173652429
CREG,China Recycling Energy Corporation,Miscellaneous,-0.8253935468678987,0.036083582184622966
CRESY,Cresud S.A.C.I.F. y A.,Finance,2.306708183738431,0.01745751963133111
CRIS,"Curis, Inc.",Health Care,-0.6801028217950631,0.044998230520367465
CRME,Cardiome Pharma Corporation,Health Care,-0.4452303972546815,0.031388334807177794
CRMT,"America&#39;s Car-Mart, Inc.",Consumer Durables,0.34365099654142656,0.025243322617798228
CRNT,Ceragon Networks Ltd.,Technology,2.249707627556936,0.03813246093810372
CROX,"Crocs, Inc.",Consumer Non-Durables,0.2623691903966864,0.024772716433834212
CRTN,"Cartesian, Inc.",Consumer Services,-0.07051713247153384,0.07551484707951918
CRTO,Criteo S.A.,Technology,0.564360264676239,0.01940262163888865
CRUS,"Cirrus Logic, Inc.",Technology,0.12130418768208723,0.022418008031267984
CRVL,CorVel Corp.,Finance,2.3230783245381654,0.015760327426317864
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,0.0054775620764722765,0.044583539659992004
CRWS,"Crown Crafts, Inc.",Basic Industries,-0.8307211761486701,0.023986634851814966
CRZO,"Carrizo Oil & Gas, Inc.",Energy,-1.1067575504827816,0.034482308058866804
CSA,VictoryShares US Small Cap Volatility Wtd ETF,n/a,1.4551895395565133,0.044980916293336067
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,n/a,1.2770313115259955,0.04270481058438478
CSBK,Clifton Bancorp Inc.,Finance,0.6817496364980744,0.009797071578105969
CSBR,"Champions Oncology, Inc.",Health Care,0.9072065233769594,0.07423317318363223
CSCO,"Cisco Systems, Inc.",Technology,0.6147593439239413,0.010126626727315704
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,n/a,1.453324879768489,0.0450705775884553
CSFL,CenterState Bank Corporation,Finance,2.5024752600114666,0.014651823836124019
CSGP,"CoStar Group, Inc.",Miscellaneous,1.2455155142818763,0.0134848653195621
CSGS,"CSG Systems International, Inc.",Technology,0.09650478769800062,0.02040531970154112
CSII,"Cardiovascular Systems, Inc.",Health Care,0.6394167056788937,0.0210786534716739
CSIQ,Canadian Solar Inc.,Technology,-0.6759454298064079,0.028468175019989633
CSJ,iShares 1-3 Year Credit Bond ETF,n/a,1.5673790477504412,0.002176612919541541
CSOD,"Cornerstone OnDemand, Inc.",Technology,-0.21113212911068063,0.025537312227907064
CSPI,CSP Inc.,Technology,0.17632227496275218,0.025640387674629374
CSQ,Calamos Strategic Total Return Fund,n/a,3.5673021765657444,0.01610069829674016
CSTE,Caesarstone Ltd.,Capital Goods,0.11704105690129459,0.025020317368758954
CSTR,"CapStar Financial Holdings, Inc.",Finance,0.44589711912557395,0.018815755180425997
CSWC,Capital Southwest Corporation,Consumer Non-Durables,1.6093594663706756,0.010608832890490685
CSWI,"CSW Industrials, Inc.",Basic Industries,2.0138237224746227,0.014806179026500395
CSX,CSX Corporation,Transportation,2.154049475177622,0.020616893274346456
CTAS,Cintas Corporation,Consumer Non-Durables,1.8870383064603728,0.011177117936197311
CTBI,"Community Trust Bancorp, Inc.",Finance,1.2279366005617276,0.015013451099383237
CTG,"Computer Task Group, Incorporated",Technology,0.20722286416171404,0.023140967504003865
CTHR,Charles & Colvard Ltd,Consumer Durables,-0.4166323994728001,0.03640403237374451
CTIB,CTI Industries Corporation,Basic Industries,-0.7042940096642561,0.03430148774639838
CTIC,CTI BioPharma Corp.,Health Care,-0.3297716729776944,0.03492492524791372
CTMX,"CytomX Therapeutics, Inc.",Health Care,0.6427798363474279,0.0385104881601901
CTRE,"CareTrust REIT, Inc.",Consumer Services,2.2033640173244438,0.012663697280131074
CTRL,Control4 Corporation,Capital Goods,3.2419646737066157,0.028935930745084375
CTRN,"Citi Trends, Inc.",Consumer Services,0.15165655186677182,0.024358634818028694
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,0.39686253901272744,0.01473446399331838
CTRV,ContraVir Pharmaceuticals Inc,Health Care,-0.4600673496891714,0.06263082806365644
CTSH,Cognizant Technology Solutions Corporation,Technology,2.2653439329099667,0.012445874017916816
CTSO,Cytosorbents Corporation,Health Care,0.15168856887305454,0.037138588397510636
CTWS,"Connecticut Water Service, Inc.",Public Utilities,1.1499784742402133,0.014905597280446247
CTXS,"Citrix Systems, Inc.",Technology,0.781374704848945,0.014394824906677298
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,4.107876799521803,0.01579503693169347
CUBN,"Commerce Union Bancshares, Inc.",Finance,1.255234096863936,0.01460974733596121
CUI,"CUI Global, Inc.",Consumer Non-Durables,-0.844331616928083,0.031128700662175407
CUNB,CU Bancorp (CA),Finance,3.031064161726785,0.014762428646673815
CUR,"Neuralstem, Inc.",Health Care,-0.5820464770015444,0.0806192298457803
CUTR,"Cutera, Inc.",Health Care,5.737523065665194,0.027357888594333146
CVBF,CVB Financial Corporation,Finance,1.3002769493373068,0.016644920083216424
CVCO,"Cavco Industries, Inc.",Basic Industries,1.8128343740405777,0.01772771139639543
CVCY,Central Valley Community Bancorp,Finance,1.1942142963220632,0.02166808824202759
CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,0.5238118463943692,0.03454092574268692
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,0.5487866806257435,0.02037734739523259
CVLT,"Commvault Systems, Inc.",Technology,0.5609943361262177,0.015327166312273294
CVLY,"Codorus Valley Bancorp, Inc",Finance,2.00808492619635,0.017137643499968647
CVO,Cenveo Inc,Consumer Durables,-1.023392967575064,0.03610901930188541
CVTI,"Covenant Transportation Group, Inc.",Transportation,1.0793241127949673,0.028993916238714248
CVV,CVD Equipment Corporation,Technology,0.8371739345374919,0.021783145047003457
CWAY,"Coastway Bancorp, Inc.",Finance,3.7643303081190473,0.009730793029399899
CWBC,Community West Bancshares,Finance,1.0743480954162041,0.01690780876481232
CWCO,Consolidated Water Co. Ltd.,Public Utilities,-0.05191176186789871,0.018448039476035506
CWST,"Casella Waste Systems, Inc.",Public Utilities,2.553626450435477,0.01810899859549001
CXDC,China XD Plastics Company Limited,Capital Goods,1.0148086350709604,0.02640153045140452
CXRX,Concordia International Corp.,Health Care,-0.8498629204185811,0.058283399938822415
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,n/a,3.3972728450841103,0.04307257700113158
CY,Cypress Semiconductor Corporation,Technology,1.213558568223068,0.019879117241451968
CYAD,Celyad SA,Health Care,-0.5360420395074542,0.040155235564190504
CYAN,Cyanotech Corporation,Consumer Durables,0.21288121180374733,0.041620960386635326
CYBE,CyberOptics Corporation,Capital Goods,-0.7677050710409798,0.04378248628652835
CYBR,CyberArk Software Ltd.,Technology,0.5959644021697066,0.017666886894671628
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,-0.5135006366947535,0.0847518104596986
CYOU,Changyou.com Limited,Technology,1.2877969352745524,0.020264330627590785
CYRN,CYREN Ltd.,Technology,0.4348198606396351,0.022326838826656623
CYRX,"CryoPort, Inc.",Transportation,3.563381599564082,0.05054314322286649
CYTK,"Cytokinetics, Incorporated",Health Care,1.37113851452051,0.03136417320185762
CYTR,CytRx Corporation,Health Care,-0.22312697560552783,0.07144360500028792
CYTX,Cytori Therapeutics Inc,Health Care,-0.8049934960311348,0.06452918788759467
CZFC,Citizens First Corporation,Finance,1.8966978050942822,0.02087369745181404
CZNC,Citizens & Northern Corp,Finance,1.4080698870466979,0.060552392358433675
CZR,Caesars Entertainment Corporation,Consumer Services,2.092081028986309,0.021151801364759443
CZWI,"Citizens Community Bancorp, Inc.",Finance,1.3740867326768278,0.012338246480471682
DAIO,Data I/O Corporation,Capital Goods,3.5601008582717273,0.03308914791395183
DAKT,"Daktronics, Inc.",Consumer Durables,0.6157478743307201,0.017271411252279056
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,-0.6918814192647036,0.03243781243915068
DAX,Horizons DAX Germany ETF,n/a,2.519277279138678,0.0309215301851597
DBVT,DBV Technologies S.A.,Health Care,0.2835118582525191,0.015311755095765146
DCOM,"Dime Community Bancshares, Inc.",Finance,1.3367106313577686,0.016371787222838476
DDBI,Legg Mason Developed EX-US Diversified Core ETF,n/a,1.7647445742263077,0.024508747863507218
DELT,Delta Technology Holdings Limited,Basic Industries,0.3719514150578958,0.13878605353597917
DENN,Denny&#39;s Corporation,Consumer Services,0.8332245175795073,0.016337583696676348
DEPO,"Depomed, Inc.",Health Care,-1.2944320295361977,0.03802858020101816
DERM,"Dermira, Inc.",Health Care,-0.6153468208646986,0.025867593250883086
DEST,Destination Maternity Corporation,Consumer Services,-0.9716708517386277,0.05002852573743781
DFBG,Differential Brands Group Inc.,Consumer Non-Durables,-0.9434669419169487,0.056343431588819354
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,-0.3175071393172709,0.16194440482794462
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,0.4225101740664276,0.017675085372878686
DFVL,iPath US Treasury 5-year Bull ETN,Finance,-0.6875136368111812,0.025201213558982718
DFVS,iPath US Treasury 5-year Bear ETN,Finance,0.8176490804217056,0.0671957564023318
DGICA,"Donegal Group, Inc.",Finance,0.014089320441897197,0.013998434253009066
DGICB,"Donegal Group, Inc.",Finance,-0.40576438901751577,0.06293908977349771
DGII,Digi International Inc.,Technology,-0.11087864212961311,0.025901357713512794
DGLD,VelocityShares 3x Inverse Gold ETN,Finance,0.08758067157045141,0.11360706806220155
DGLY,"Digital Ally, Inc.",Technology,-0.8733303421125909,0.04485850368261629
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,n/a,1.6067744802556123,0.027497375547598752
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,n/a,0.8971046830577618,0.046147746065081804
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,n/a,3.40329901274162,0.017486019217406664
DHIL,"Diamond Hill Investment Group, Inc.",Finance,1.0107702216039962,0.012012860221488349
DHXM,DHX Media Ltd.,n/a,-0.5366150544644822,0.024447170437771948
DIOD,Diodes Incorporated,Technology,1.5170882279933497,0.019456735551650804
DISCA,"Discovery Communications, Inc.",Consumer Services,-0.8284950093064753,0.01557208298631307
DISCB,"Discovery Communications, Inc.",Consumer Services,-0.47604686647625444,0.03867761553094355
DISCK,"Discovery Communications, Inc.",Consumer Services,-1.0362702932457015,0.015018609102266326
DISH,DISH Network Corporation,Consumer Services,-0.164662223104784,0.015411436464236632
DJCO,Daily Journal Corp. (S.C.),Consumer Services,0.29667478954774246,0.01668840642109427
DLBL,Barclays PLC,Finance,-0.664434607992381,0.02269036271318862
DLBS,iPath US Treasury Long Bond Bear ETN,Finance,0.8003162209047512,0.11560610843266522
DLHC,DLH Holdings Corp.,Technology,0.8213960684002044,0.031037988008298087
DLTH,Duluth Holdings Inc.,Consumer Services,-0.429218913041612,0.03090725393840237
DLTR,"Dollar Tree, Inc.",Consumer Services,0.7822632648236807,0.015111721037120628
DMLP,"Dorchester Minerals, L.P.",Energy,0.10542610361662114,0.021179198881087942
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,0.3284378917022282,0.035604261410182324
DMRC,Digimarc Corporation,Technology,-0.03680776856163667,0.03130270510383029
DMTX,"Dimension Therapeutics, Inc.",Health Care,-0.13446463144977305,0.13995340594834452
DNBF,DNB Financial Corp,Finance,1.291209304353477,0.019354937569745205
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,0.5207268188514318,0.012010712588027607
DORM,"Dorman Products, Inc.",Capital Goods,0.5287841225021603,0.01652702009396033
DOX,Amdocs Limited,Technology,1.0862247483803427,0.008087721950203616
DRAD,Digirad Corporation,Health Care,-1.0453697753726852,0.032068881261956096
DRIO,DarioHealth Corp.,Health Care,-0.4132146228937951,0.038634030653541304
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,-0.06458024053754084,0.04765610539081489
DRRX,DURECT Corporation,Health Care,1.0080881038135672,0.03511680937242684
DSGX,The Descartes Systems Group Inc.,Technology,0.7567550129564148,0.012152352600086756
DSKE,"Daseke, Inc.",Consumer Services,2.0656586626149744,0.013079387876090233
DSLV,VelocityShares 3x Inverse Silver ETN,Finance,0.45533017956574134,0.1573529421261438
DSPG,"DSP Group, Inc.",Technology,0.5288655708631681,0.02106647759647264
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,0.8150155192048183,0.014178225309414668
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,-0.8901892116572745,0.02336939078204842
DTRM,"Determine, Inc. ",Technology,0.30754392861450586,0.04812211415306366
DTUL,iPath US Treasury 2-year Bull ETN,Finance,-0.9877363707959297,0.013899012096447609
DTUS,iPath US Treasury 2-year Bear ETN,Finance,0.9960987024301848,0.02972917734132275
DTYL,iPath US Treasury 10-year Bull ETN,Finance,-0.684431244091306,0.02555390243233928
DTYS,iPath US Treasury 10-year Bear ETN,Finance,0.8217233439951652,0.14071288742955754
DVAX,Dynavax Technologies Corporation,Health Care,0.8566255169779576,0.08430122727876106
DVCR,Diversicare Healthcare Services Inc.,Health Care,0.1416547537656286,0.033793480644013295
DVY,iShares Select Dividend ETF,n/a,2.2668610854356337,0.016215286280663183
DWAC,Elkhorn Commodity Rotation Strategy ETF,n/a,-0.8527470944991611,0.01786132842715377
DWAQ,PowerShares DWA NASDAQ Momentum Portfolio,n/a,2.8447148672848424,0.0280877073855879
DWAS,PowerShares DWA SmallCap Momentum Portfolio,n/a,1.398705941849451,0.04858926109641284
DWAT,Arrow DWA Tactical ETF,n/a,2.143064507084254,0.01572876429160629
DWCH,Datawatch Corporation,Technology,0.9662968015594713,0.038577215599569836
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,0.7931839067070529,0.015511278308457502
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,n/a,0.8197154699487381,0.013204055441278775
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,n/a,2.764875659606339,0.01889258788941025
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,n/a,3.0910098580519114,0.014676761834240383
DWSN,Dawson Geophysical Company,Energy,-0.8111870625737803,0.02879050937253037
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,n/a,1.3295752243720527,0.01904088851325595
DXCM,"DexCom, Inc.",Health Care,-0.7521791851353979,0.03620334278146082
DXGE,WisdomTree Germany Hedged Equity Fund,n/a,2.4559215335046134,0.027862628314332647
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,n/a,5.197710911588218,0.02212483358737622
DXLG,"Destination XL Group, Inc.",Consumer Services,-0.8320523055373841,0.047238836485770874
DXPE,"DXP Enterprises, Inc.",Capital Goods,0.15797498531531504,0.037673423699015864
DXPS,WisdomTree United Kingdom Hedged Equity Fund,n/a,1.1743662029778446,0.02709086097457708
DXTR,Dextera Surgical Inc.,Health Care,-0.565048905230939,0.10010281784214521
DXYN,"The Dixie Group, Inc.",Consumer Durables,-0.391650713871141,0.03779354037306753
DYNT,Dynatronics Corporation,Health Care,-0.11468882841707616,0.038225612719732065
DYSL,Dynasil Corporation of America,Capital Goods,0.6460806565345828,0.0355574598893763
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,0.6234880135374151,0.026757294845826812
EA,Electronic Arts Inc.,Technology,1.6520915992615481,0.015193205087134265
EACQ,Easterly Acquisition Corp.,Capital Goods,0.10066629423200725,0.007066011043709052
EARS,Auris Medical Holding AG,Health Care,-0.7253784019608752,0.05452331871364175
EBAY,eBay Inc.,Miscellaneous,0.9756869887560929,0.013921324764404275
EBIO,"Eleven Biotherapeutics, Inc.",Health Care,-0.48404563530001793,0.06143967986129963
EBIX,"Ebix, Inc.",Technology,0.7468917787906879,0.01692052560187053
EBMT,"Eagle Bancorp Montana, Inc.",Finance,0.9993297277529172,0.01938629680244722
EBSB,"Meridian Bancorp, Inc.",Finance,1.238412284130243,0.0134343616298708
EBTC,Enterprise Bancorp Inc,Finance,1.3707661118745544,0.020872692203674714
ECHO,"Echo Global Logistics, Inc.",Transportation,-0.5060240578848555,0.024046511811011886
ECOL,"US Ecology, Inc.",Public Utilities,0.9678620105850247,0.0177190531675141
ECPG,Encore Capital Group Inc,Finance,2.0894056358577004,0.029750075702874922
ECYT,"Endocyte, Inc.",Health Care,0.3851841776486038,0.1192729918432641
EDAP,EDAP TMS S.A.,Health Care,-0.8507502049983968,0.019343578902589562
EDBI,Legg Mason Emerging Markets Diversified Core ETF,n/a,1.6733026700887208,0.02880625381543069
EDGE,"Edge Therapeutics, Inc.",Health Care,-0.08964630119404184,0.029898410551796383
EDGW,"Edgewater Technology, Inc.",Technology,-0.6099491039715312,0.02256808347350041
EDIT,"Editas Medicine, Inc.",Health Care,0.7103810766588465,0.047950939873847936
EDUC,Educational Development Corporation,Consumer Durables,-0.2232773055940373,0.043354542577211934
EEFT,"Euronet Worldwide, Inc.",Finance,1.0691366484475122,0.01049827490648289
EEI,"Ecology and Environment, Inc.",Consumer Services,1.0054133153700375,0.01846717175911744
EEMA,iShares MSCI Emerging Markets Asia Index Fund,n/a,2.283165885650599,0.029235213258028823
EFII,"Electronics for Imaging, Inc.",Technology,-0.1812435614008664,0.03628702330089592
EFOI,"Energy Focus, Inc.",Consumer Durables,-0.60435850370988,0.04704452317428293
EFSC,Enterprise Financial Services Corporation,Finance,1.536073759938037,0.01603079622013933
EGAN,eGain Corporation,Technology,0.0314161539193766,0.051957005514034225
EGBN,"Eagle Bancorp, Inc.",Finance,1.6739613460648683,0.015159356975330843
EGHT,8x8 Inc,Public Utilities,-0.22819067361494064,0.025078131083649407
EGLT,Egalet Corporation,Health Care,-0.967123268326944,0.05608326885712596
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,-0.22034536272782299,0.03534096666414896
EHTH,"eHealth, Inc.",Finance,2.136841972297397,0.03747279296227224
EIGI,"Endurance International Group Holdings, Inc.",Technology,-0.2506918432356652,0.029750927252731162
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,-0.0910840675012876,0.0382739381043302
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,-0.7247826371224665,0.06884892314789436
ELEC,Electrum Special Acquisition Corporation,Finance,1.2874577239900455,0.0026489008796874557
ELGX,"Endologix, Inc.",Health Care,-0.756615443060325,0.0465087192325751
ELON,Echelon Corporation,Technology,-0.29292890745681194,0.02675568322204035
ELSE,"Electro-Sensors, Inc.",Capital Goods,-0.01949745092668918,0.02960060866689052
ELTK,Eltek Ltd.,Technology,-0.5203085721122173,0.03330995380531806
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,n/a,0.6279050541198481,0.017873084531190773
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,n/a,1.5324164564034102,0.011082979837854433
EMCF,Emclaire Financial Corp,Finance,0.6191357711813685,0.031238899393197416
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,n/a,1.0887010755946365,0.03544399324325889
EMCI,EMC Insurance Group Inc.,Finance,0.3300061771491321,0.01333430660126866
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,n/a,1.1815605137595255,0.03110956733179911
EMITF,Elbit Imaging Ltd.,Consumer Services,0.7791539865082833,0.02128807413524729
EMKR,EMCORE Corporation,Technology,1.0536428567145044,0.0347712557992941
EML,Eastern Company (The),Capital Goods,1.793280606372662,0.018460675914456805
EMMS,Emmis Communications Corporation,Consumer Services,-0.2510132632081326,0.03155672757513319
ENDP,Endo International plc,Health Care,-0.7693347813488368,0.042734832347334904
ENFC,Entegra Financial Corp.,Finance,2.5198970729283663,0.011735859113239551
ENG,ENGlobal Corporation,Consumer Services,-0.2508322128989566,0.05055173425595134
ENPH,"Enphase Energy, Inc.",Technology,0.11185467654568469,0.052938066743992526
ENSG,"The Ensign Group, Inc.",Health Care,0.3111809487723611,0.019335028467727878
ENT,Global Eagle Entertainment Inc.,Consumer Services,-1.029412528827318,0.04002958759379646
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,2.164818792553558,0.02423876708166601
ENTG,"Entegris, Inc.",Consumer Non-Durables,2.340226505518963,0.01851257841544318
ENTL,"Entellus Medical, Inc.",Health Care,-0.17564471629081127,0.03249554574656226
ENZL,iShares MSCI New Zealand Capped ETF,n/a,0.4487478320640226,0.04297987081866101
EPAY,"Bottomline Technologies, Inc.",Technology,1.913063127837553,0.013760641891825034
EPIX,ESSA Pharma Inc.,Health Care,-0.06152622072776859,0.03444848523687137
EPZM,"Epizyme, Inc.",Health Care,1.5028695603763256,0.04155904999280476
EQBK,"Equity Bancshares, Inc.",Finance,1.559656831195952,0.01684417862512811
EQFN,Equitable Financial Corp.,Finance,1.0086964331098058,0.014714395817121962
EQIX,"Equinix, Inc.",Consumer Services,1.6834147043376084,0.011718443697180973
ERI,"Eldorado Resorts, Inc.",Consumer Services,2.643560284273321,0.022366772897698072
ERIC,Ericsson,Technology,-0.7961462176920385,0.019332724142575888
ERIE,Erie Indemnity Company,Finance,1.182019421456785,0.011419405960494287
ERII,"Energy Recovery, Inc.",Technology,-0.9535480992382572,0.03255757418583712
ESBK,Elmira Savings Bank NY (The),Finance,0.25905592148180023,0.013023193814666732
ESCA,"Escalade, Incorporated",Consumer Non-Durables,0.45554134307255767,0.01991664852133571
ESEA,Euroseas Ltd.,Transportation,-0.1226514658186098,0.09742773253199166
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,-0.2688107894220413,0.0846147325907177
ESG,FlexShares STOXX US ESG Impact Index Fund,n/a,3.359106511021303,0.015456859976986976
ESGD,iShares MSCI EAFE ESG Optimized ETF,n/a,2.6995137275607863,0.020389896170801378
ESGE,iShares MSCI EM ESG Optimized ETF,n/a,2.2475738981538536,0.028278411156692832
ESGG,FlexShares STOXX Global ESG Impact Index Fund,n/a,4.053488847846367,0.013802013375028647
ESGR,Enstar Group Limited,Finance,0.939855732419797,0.009947243899050787
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,4.40025596343835,0.025692189272478346
ESLT,Elbit Systems Ltd.,Capital Goods,1.2870354050100519,0.009775852975646612
ESND,Essendant Inc.,Consumer Services,-0.6491553505928916,0.029873269495394806
ESPR,"Esperion Therapeutics, Inc.",Health Care,2.7431859575575523,0.06610448254625281
ESRX,Express Scripts Holding Company,Health Care,-0.42296411690193103,0.015230522959240348
ESSA,"ESSA Bancorp, Inc.",Finance,1.0218005784982402,0.01179058743181312
ESXB,Community Bankers Trust Corporation.,Finance,2.747472233447292,0.01853245945966665
ETFC,E*TRADE Financial Corporation,Finance,2.0365887455959273,0.01612658000581956
ETRM,EnteroMedics Inc.,Health Care,-0.2992436510041461,0.16297980948398116
ETSY,"Etsy, Inc.",Miscellaneous,0.11180497514235167,0.02867415724896035
EUFN,iShares MSCI Europe Financials Sector Index Fund,n/a,4.242455748866804,0.027944019460541755
EVAR,"Lombard Medical, Inc.",Health Care,-0.3046857230165933,0.04466563553009025
EVBG,"Everbridge, Inc.",Technology,1.7906264610432887,0.02315719420837523
EVEP,"EV Energy Partners, L.P.",Energy,-0.910988302430013,0.05249384843906189
EVGBC,Eaton Vance NextShares Trust,n/a,2.8545289800732294,0.013059257750579112
EVGN,Evogene Ltd.,Basic Industries,2.4977567098062665,0.07691860383324248
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,0.6890052537512394,0.04003974187649957
EVLMC,Eaton Vance NextShares Trust II,n/a,0.10584635174418923,0.018785926023005047
EVLV,EVINE Live Inc.,Consumer Services,-0.9233350084778439,0.03696587817539881
EVOK,"Evoke Pharma, Inc.",Health Care,0.8801976802088131,0.053425943593008854
EVOL,"Evolving Systems, Inc.",Technology,0.186620510919774,0.02318379699119215
EVSTC,Eaton Vance NextShares Trust,n/a,3.2491074228572208,0.013763221296395718
EWBC,"East West Bancorp, Inc.",Finance,2.0414492497603614,0.016315580532627313
EWZS,iShares MSCI Brazil Small-Cap ETF,n/a,1.6841439452158389,0.08811460018453758
EXA,Exa Corporation,Technology,0.885165596334376,0.0344030487963669
EXAC,"Exactech, Inc.",Health Care,0.8663925517942123,0.020381445395791873
EXAS,Exact Sciences Corporation,Health Care,2.4294070612551932,0.038752309002137664
EXEL,"Exelixis, Inc.",Health Care,1.6884775672140746,0.03516154501158943
EXFO,EXFO Inc,Capital Goods,0.8354529552844285,0.025202856680818394
EXLS,"ExlService Holdings, Inc.",Miscellaneous,1.0177048974167648,0.011119636129612205
EXPD,"Expeditors International of Washington, Inc.",Transportation,1.0522462656854878,0.009754234712830358
EXPE,"Expedia, Inc.",Consumer Services,1.1982264570427053,0.013000892250316608
EXPO,"Exponent, Inc.",Consumer Services,2.1322933520047505,0.01504748640895538
EXTR,"Extreme Networks, Inc.",Technology,4.035574961948339,0.02679458948103775
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,-0.20773677388751524,0.09380445349577499
EYES,"Second Sight Medical Products, Inc.",Health Care,-0.634217036118479,0.07082357350032926
EZPW,"EZCORP, Inc.",Consumer Services,-0.41164716741595536,0.02369936024149301
FAAR,First Trust Alternative Absolute Return Strategy ETF,n/a,-0.10362253611547682,0.017692979690201387
FAB,First Trust Multi Cap Value AlphaDEX Fund,n/a,1.7786573562415255,0.03216442525986238
FAD,First Trust Multi Cap Growth AlphaDEX Fund,n/a,1.9876746680461381,0.025321759986273156
FALN,iShares Fallen Angels USD Bond ETF,n/a,3.41135301830101,0.008870391521491341
FANG,"Diamondback Energy, Inc.",Energy,0.09328826432198148,0.021704952659639457
FANH,Fanhua Inc.,Finance,0.18645978905379418,0.022222819488575532
FARM,Farmer Brothers Company,Consumer Non-Durables,-0.07262019491786899,0.021360826641739897
FARO,"FARO Technologies, Inc.",Capital Goods,0.11503256487833648,0.021143681598933158
FAST,Fastenal Company,Consumer Services,0.5083470922837792,0.015177150294318984
FATE,"Fate Therapeutics, Inc.",Health Care,0.4510964492388953,0.047119466985230146
FB,"Facebook, Inc.",Technology,1.7857425044325104,0.011581273117992907
FBIO,"Fortress Biotech, Inc.",Health Care,1.0666232960878224,0.0393424861132458
FBIZ,"First Business Financial Services, Inc.",Finance,0.08522863142655114,0.01653359141744665
FBMS,"The First Bancshares, Inc.",Finance,2.031861955485949,0.021048098676034944
